"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No schooling completed","Margin of Error!!Total:!!No schooling completed","Estimate!!Total:!!Nursery school","Margin of Error!!Total:!!Nursery school","Estimate!!Total:!!Kindergarten","Margin of Error!!Total:!!Kindergarten","Estimate!!Total:!!1st grade","Margin of Error!!Total:!!1st grade","Estimate!!Total:!!2nd grade","Margin of Error!!Total:!!2nd grade","Estimate!!Total:!!3rd grade","Margin of Error!!Total:!!3rd grade","Estimate!!Total:!!4th grade","Margin of Error!!Total:!!4th grade","Estimate!!Total:!!5th grade","Margin of Error!!Total:!!5th grade","Estimate!!Total:!!6th grade","Margin of Error!!Total:!!6th grade","Estimate!!Total:!!7th grade","Margin of Error!!Total:!!7th grade","Estimate!!Total:!!8th grade","Margin of Error!!Total:!!8th grade","Estimate!!Total:!!9th grade","Margin of Error!!Total:!!9th grade","Estimate!!Total:!!10th grade","Margin of Error!!Total:!!10th grade","Estimate!!Total:!!11th grade","Margin of Error!!Total:!!11th grade","Estimate!!Total:!!12th grade, no diploma","Margin of Error!!Total:!!12th grade, no diploma","Estimate!!Total:!!Regular high school diploma","Margin of Error!!Total:!!Regular high school diploma","Estimate!!Total:!!GED or alternative credential","Margin of Error!!Total:!!GED or alternative credential","Estimate!!Total:!!Some college, less than 1 year","Margin of Error!!Total:!!Some college, less than 1 year","Estimate!!Total:!!Some college, 1 or more years, no degree","Margin of Error!!Total:!!Some college, 1 or more years, no degree","Estimate!!Total:!!Associate's degree","Margin of Error!!Total:!!Associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Master's degree","Margin of Error!!Total:!!Master's degree","Estimate!!Total:!!Professional school degree","Margin of Error!!Total:!!Professional school degree","Estimate!!Total:!!Doctorate degree","Margin of Error!!Total:!!Doctorate degree",
"0500000US06075","San Francisco County, California","669238","166","24717","1181","294","126","545","342","395","177","939","236","1938","347","866","245","3356","422","6867","759","1236","288","5300","713","6779","641","3608","484","4693","614","13438","1030","65015","2308","10761","1054","21599","1359","58996","2398","35545","1373","234704","3755","111703","2658","33093","1522","22851","1287",
"1400000US06075012700","Census Tract 127; San Francisco County; California","3214","459","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","33","57","0","14","0","14","169","136","31","55","34","38","234","224","91","68","1441","307","822","192","289","199","70","50",
"1400000US06075012801","Census Tract 128.01; San Francisco County; California","1887","341","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","17","0","14","0","14","110","132","55","46","40","39","9","15","142","93","15","32","871","266","460","168","139","113","37","40",
"1400000US06075012802","Census Tract 128.02; San Francisco County; California","1606","328","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","4","7","0","14","0","14","0","14","18","19","6","3","21","33","38","36","23","28","1071","304","355","171","41","38","29","30",
"1400000US06075012901","Census Tract 129.01; San Francisco County; California","2277","363","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","12","0","14","10","18","0","14","0","14","0","14","0","14","10","16","0","14","11","13","64","50","27","29","1277","254","456","113","361","298","54","38",
"1400000US06075012902","Census Tract 129.02; San Francisco County; California","2390","316","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","24","27","163","83","0","14","53","55","228","118","65","54","1417","243","301","129","77","52","62","45",
"1400000US06075013001","Census Tract 130.01; San Francisco County; California","1362","204","15","25","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","3","7","6","12","0","14","32","32","7","14","0","14","67","75","63","95","862","182","224","105","81","54","2","5",
"1400000US06075013002","Census Tract 130.02; San Francisco County; California","2097","478","0","14","0","14","0","14","0","14","0","14","0","14","0","14","11","18","0","14","0","14","0","14","0","14","0","14","0","14","0","14","12","36","10","16","14","17","43","39","0","14","1132","343","653","289","163","112","59","90",
"1400000US06075013101","Census Tract 131.01; San Francisco County; California","3418","378","67","88","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","1","5","0","14","0","14","0","14","82","81","0","14","83","58","278","210","68","58","1788","329","842","257","156","87","53","48",
"1400000US06075013102","Census Tract 131.02; San Francisco County; California","2294","379","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","46","43","8","13","37","32","188","84","27","24","928","173","671","185","121","67","268","254",
"1400000US06075013200","Census Tract 132; San Francisco County; California","3197","498","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","50","89","0","14","0","14","0","14","5","9","0","14","32","36","0","14","36","42","161","174","84","129","1629","339","825","297","224","125","151","133",
"1400000US06075013300","Census Tract 133; San Francisco County; California","3146","333","103","101","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","32","0","14","14","22","41","59","0","14","10","20","0","14","144","82","0","14","84","55","155","109","35","34","1296","251","765","220","328","115","153","92",
