"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US06075010101","Census Tract 101.01; San Francisco County; California","2004","297","1668","283","770","143","132","166","52","60","608","187","0","14","47","55","59","57","0","14","59","57","336","175","65","68","0","14","15","24","0","14","46","70","102","111","108","104","64","66","44","81",
"1400000US06075010102","Census Tract 101.02; San Francisco County; California","1795","345","1702","327","554","145","322","271","0","14","766","220","16","21","0","14","44","33","0","14","44","33","93","119","8","14","0","14","0","14","0","14","0","14","76","119","9","16","9","16","0","14",
"1400000US06075010201","Census Tract 102.01; San Francisco County; California","2608","479","2297","529","1762","485","134","122","0","14","206","106","0","14","0","14","195","154","9","14","186","149","311","232","31","35","0","14","0","14","0","14","0","14","18","31","262","231","205","163","57","78",
"1400000US06075010202","Census Tract 102.02; San Francisco County; California","1761","320","1706","328","1179","278","58","69","0","14","284","110","27","42","38","61","120","107","62","83","58","54","55","37","0","14","0","14","0","14","0","14","0","14","48","31","7","17","7","17","0","14",
"1400000US06075010300","Census Tract 103; San Francisco County; California","3791","563","3338","572","2258","496","0","14","0","14","949","313","0","14","28","45","103","83","16","26","87","78","453","290","55","66","0","14","76","119","0","14","0","14","0","14","322","245","322","245","0","14",
"1400000US06075010401","Census Tract 104.01; San Francisco County; California","2393","735","1909","415","1290","383","11","22","0","14","477","161","0","14","0","14","131","119","11","22","120","111","484","505","25","76","0","14","1","10","0","14","0","14","73","73","385","503","67","82","318","429",
"1400000US06075010402","Census Tract 104.02; San Francisco County; California","2012","224","1852","252","1130","268","9","15","0","14","527","213","0","14","15","24","171","110","0","14","171","110","160","128","106","115","0","14","0","14","0","14","0","14","9","19","45","52","45","52","0","14",
"1400000US06075010500","Census Tract 105; San Francisco County; California","3177","555","3120","548","1352","376","39","55","0","14","1606","461","0","14","0","14","123","112","43","90","80","52","57","52","24","36","0","14","0","14","0","14","0","14","23","36","10","15","0","14","10","15",
"1400000US06075010600","Census Tract 106; San Francisco County; California","3293","385","2876","351","893","195","100","78","0","14","1647","349","0","14","11","17","225","124","23","27","202","122","417","189","132","118","0","14","13","20","0","14","0","14","51","59","221","128","208","126","13","20",
"1400000US06075010701","Census Tract 107.01; San Francisco County; California","3280","603","3248","602","160","90","0","14","0","14","3039","605","0","14","10","15","39","54","0","14","39","54","32","49","32","49","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US06075010702","Census Tract 107.02; San Francisco County; California","1380","249","1137","220","348","140","0","14","0","14","692","181","0","14","0","14","97","56","24","31","73","48","243","155","9","15","0","14","37","58","0","14","0","14","197","116","0","14","0","14","0","14",
"1400000US06075010800","Census Tract 108; San Francisco County; California","4334","529","4114","541","2012","322","377","246","0","14","1416","399","0","14","97","95","212","171","34","47","178","168","220","158","77","80","0","14","0","14","0","14","0","14","104","94","39","58","0","14","39","58",
"1400000US06075010901","Census Tract 109.01; San Francisco County; California","2069","276","1732","186","1234","181","9","15","0","14","364","105","0","14","25","40","100","64","11","19","89","62","337","179","166","117","0","14","27","45","0","14","0","14","0","14","144","129","81","79","63","65",
"1400000US06075010902","Census Tract 109.02; San Francisco County; California","2568","582","2158","486","1591","418","0","14","0","14","407","175","0","14","0","14","160","166","11","20","149","162","410","199","132","151","0","14","0","14","0","14","0","14","96","99","182","120","109","93","73","84",
"1400000US06075011001","Census Tract 110.01; San Francisco County; California","2327","372","2271","369","1468","375","0","14","0","14","781","173","0","14","12","21","10","16","0","14","10","16","56","51","23","35","0","14","0","14","0","14","0","14","33","40","0","14","0","14","0","14",
